student_id,concept_id,num_questions,confusion_score,help_requests,recency_days,help_style
S1209,K028,6,0.317,1,24,diagram
S1209,K023,9,0.309,2,18,diagram
S1209,K031,7,0.591,3,30,diagram
S1209,K005,9,0.261,2,12,diagram
S1209,K035,4,0.388,1,16,diagram
S1209,K027,4,0.286,1,18,diagram
S1209,K022,5,0.4,1,12,diagram
S1209,K014,8,0.341,2,24,diagram
S1209,K007,3,0.218,0,24,diagram
S1209,K008,4,0.285,1,21,diagram
S1209,K077,8,0.5,3,19,diagram
S1209,K033,11,0.483,4,21,diagram
S1209,K054,3,0.472,1,27,diagram
S1210,K026,6,0.476,2,19,examples
S1210,K065,6,0.242,1,8,examples
S1210,K011,5,0.307,1,16,examples
S1210,K010,7,0.264,2,28,examples
S1210,K005,7,0.298,2,18,examples
S1210,K004,7,0.463,2,23,examples
S1210,K076,5,0.446,1,26,examples
S1210,K009,8,0.317,2,18,examples
S1210,K032,12,0.568,5,10,examples
S1210,K071,8,0.359,2,13,examples
S1210,K022,10,0.424,3,11,examples
S1210,K019,6,0.477,2,18,examples
S1210,K017,6,0.317,1,16,examples
S1210,K062,6,0.247,1,22,examples
S1210,K080,5,0.368,1,25,examples
S1210,K078,6,0.319,1,15,examples
S1211,K028,10,0.792,5,23,explanation
S1211,K026,8,0.895,4,16,explanation
S1211,K011,13,0.474,5,17,explanation
S1211,K044,8,0.762,4,17,explanation
S1211,K018,7,0.908,3,18,explanation
S1211,K048,6,0.847,3,20,explanation
S1211,K003,11,0.501,4,14,explanation
S1211,K058,12,0.765,6,22,explanation
S1211,K053,6,0.874,3,18,explanation
S1211,K054,6,0.84,3,10,explanation
S1212,K020,6,0.615,2,15,practice
S1212,K075,9,0.577,3,16,practice
S1212,K037,8,0.478,3,20,practice
S1212,K025,6,0.482,2,16,practice
S1212,K026,7,0.656,3,29,practice
S1212,K072,7,0.308,2,12,practice
S1212,K050,5,0.404,1,22,practice
S1212,K061,8,0.446,3,21,practice
S1212,K049,7,0.429,2,33,practice
S1212,K044,8,0.495,3,24,practice
S1212,K009,4,0.439,1,27,practice
S1212,K018,10,0.521,4,17,practice
S1212,K019,10,0.499,3,21,practice
S1212,K014,3,0.411,1,16,practice
S1212,K008,11,0.52,4,16,practice
S1212,K041,6,0.651,2,30,practice
S1212,K046,7,0.446,2,20,practice
S1212,K078,6,0.399,2,31,practice
S1213,K020,8,0.432,2,10,practice
S1213,K028,3,0.467,1,15,practice
S1213,K061,12,0.392,4,20,practice
S1213,K057,6,0.314,1,6,practice
S1213,K035,6,0.42,2,14,practice
S1213,K071,5,0.269,1,8,practice
S1213,K038,4,0.414,1,10,practice
S1213,K043,4,0.439,1,15,practice
S1213,K063,4,0.383,1,9,practice
S1213,K048,5,0.289,1,16,practice
S1213,K034,5,0.445,1,19,practice
S1213,K008,2,0.378,0,11,practice
S1213,K077,8,0.375,2,10,practice
S1213,K062,9,0.342,3,21,practice
S1213,K041,7,0.573,3,9,practice
S1213,K080,5,0.252,1,12,practice
S1213,K078,2,0.093,0,14,practice
S1214,K065,9,0.835,4,23,practice
S1214,K036,12,1.0,7,26,practice
S1214,K050,11,0.937,6,17,practice
S1214,K010,8,0.834,4,8,practice
S1214,K005,12,0.805,6,25,practice
S1214,K024,14,0.998,8,22,practice
S1214,K057,7,0.883,3,22,practice
S1214,K032,15,0.868,8,21,practice
S1214,K071,7,0.786,3,28,practice
S1214,K014,7,0.72,3,22,practice
S1214,K043,11,0.922,6,25,practice
S1214,K048,21,0.923,11,23,practice
S1214,K008,8,1.0,4,18,practice
S1214,K053,9,1.0,5,28,practice
S1214,K080,11,0.631,4,26,practice
S1214,K039,8,1.0,4,13,practice
S1215,K029,10,0.634,4,25,diagram
S1215,K028,12,0.7,5,12,diagram
S1215,K072,9,0.44,3,19,diagram
S1215,K001,8,0.528,3,25,diagram
S1215,K050,8,0.518,3,25,diagram
S1215,K010,6,0.417,2,19,diagram
S1215,K009,6,0.63,2,18,diagram
S1215,K032,11,0.577,4,31,diagram
S1215,K048,10,0.646,4,15,diagram
S1215,K064,13,0.648,5,23,diagram
S1215,K056,13,0.762,6,20,diagram
S1215,K058,11,0.672,5,18,diagram
S1215,K016,9,0.642,4,20,diagram
S1215,K080,9,0.274,2,18,diagram
S1215,K078,10,0.545,4,17,diagram
S1215,K042,10,0.683,4,16,diagram
S1216,K037,3,0.506,1,15,examples
S1216,K028,6,0.698,2,15,examples
S1216,K051,10,0.628,4,19,examples
S1216,K065,5,0.367,1,15,examples
S1216,K036,6,0.438,2,15,examples
S1216,K050,2,0.41,0,9,examples
S1216,K061,10,0.394,3,17,examples
S1216,K069,4,0.4,1,17,examples
S1216,K057,2,0.399,0,18,examples
S1216,K018,8,0.598,3,15,examples
S1216,K035,8,0.613,3,8,examples
S1216,K043,9,0.365,3,19,examples
S1216,K064,5,0.385,1,15,examples
S1216,K034,8,0.5,3,12,examples
S1216,K008,10,0.454,3,12,examples
S1216,K053,8,0.541,3,13,examples
S1216,K039,6,0.53,2,5,examples
S1216,K042,7,0.562,2,17,examples
S1217,K020,5,0.454,1,8,diagram
S1217,K075,5,0.112,1,8,diagram
S1217,K028,10,0.427,3,20,diagram
S1217,K061,4,0.329,1,25,diagram
S1217,K024,3,0.426,1,12,diagram
S1217,K045,7,0.365,2,21,diagram
S1217,K035,11,0.574,4,22,diagram
S1217,K071,3,0.416,1,4,diagram
S1217,K014,10,0.464,3,10,diagram
S1217,K056,8,0.421,2,18,diagram
S1217,K077,8,0.338,2,18,diagram
S1217,K041,9,0.378,3,8,diagram
S1217,K080,3,0.299,0,14,diagram
S1217,K046,12,0.43,4,14,diagram
S1217,K015,4,0.228,1,12,diagram
S1218,K029,16,0.744,7,21,examples
S1218,K037,6,0.47,2,22,examples
S1218,K028,11,0.608,4,14,examples
S1218,K023,10,0.722,4,21,examples
S1218,K026,13,0.677,6,21,examples
S1218,K030,8,0.569,3,22,examples
S1218,K050,7,0.404,2,26,examples
S1218,K068,6,0.412,2,19,examples
S1218,K049,4,0.48,1,16,examples
S1218,K076,8,0.259,2,3,examples
S1218,K052,9,0.439,3,20,examples
S1218,K045,8,0.573,3,12,examples
S1218,K019,9,0.48,3,18,examples
S1218,K048,4,0.536,1,21,examples
S1218,K077,6,0.407,2,13,examples
S1218,K033,3,0.324,0,14,examples
S1218,K080,7,0.335,2,28,examples
S1219,K075,5,0.447,1,16,diagram
S1219,K037,5,0.508,2,30,diagram
S1219,K028,11,0.489,4,21,diagram
S1219,K072,5,0.382,1,28,diagram
S1219,K061,8,0.505,3,33,diagram
S1219,K013,4,0.413,1,22,diagram
S1219,K069,11,0.489,4,28,diagram
S1219,K019,12,0.592,5,23,diagram
S1219,K047,6,0.362,2,21,diagram
S1219,K056,5,0.46,1,13,diagram
S1219,K077,9,0.445,3,23,diagram
S1219,K046,11,0.471,4,20,diagram
S1219,K078,5,0.19,1,15,diagram
S1219,K039,3,0.563,1,32,diagram
S1220,K020,4,0.261,1,4,examples
S1220,K075,4,0.307,1,14,examples
S1220,K025,4,0.14,1,17,examples
S1220,K028,7,0.263,2,14,examples
S1220,K023,2,0.132,0,8,examples
S1220,K031,3,0.291,0,11,examples
S1220,K072,7,0.179,1,11,examples
S1220,K011,6,0.172,1,10,examples
S1220,K005,6,0.064,1,14,examples
S1220,K076,4,0.123,0,14,examples
S1220,K057,4,0.402,1,22,examples
S1220,K052,5,0.182,1,6,examples
S1220,K032,2,0.136,0,4,examples
S1220,K035,2,0.047,0,13,examples
S1220,K071,3,0.014,0,16,examples
S1220,K014,9,0.197,2,20,examples
S1220,K070,5,0.267,1,12,examples
S1220,K034,2,0.205,0,6,examples
S1220,K008,6,0.126,1,13,examples
S1220,K058,5,0.137,1,22,examples
S1220,K080,2,0.152,0,14,examples
S1220,K055,2,0.205,0,15,examples
S1220,K079,4,0.132,1,22,examples
S1221,K020,2,0.085,0,11,diagram
S1221,K025,2,0.161,0,8,diagram
S1221,K026,6,0.296,1,9,diagram
S1221,K031,4,0.196,1,7,diagram
S1221,K001,2,0.162,0,10,diagram
S1221,K050,5,0.126,1,9,diagram
S1221,K049,3,0.181,0,12,diagram
S1221,K004,1,0.037,0,22,diagram
S1221,K007,2,0.125,0,14,diagram
S1221,K048,2,0.203,0,11,diagram
S1221,K047,7,0.252,2,21,diagram
S1221,K056,3,0.184,0,18,diagram
S1221,K008,3,0.199,0,23,diagram
S1221,K016,4,0.304,1,14,diagram
S1221,K053,6,0.324,1,10,diagram
S1221,K062,4,0.136,1,13,diagram
S1221,K046,8,0.244,2,15,diagram
S1221,K054,5,0.198,1,17,diagram
S1222,K075,4,0.432,1,10,examples
S1222,K029,6,0.302,1,32,examples
S1222,K037,5,0.402,1,15,examples
S1222,K028,7,0.469,2,16,examples
S1222,K072,3,0.278,0,13,examples
S1222,K060,3,0.408,1,12,examples
S1222,K010,4,0.428,1,14,examples
S1222,K013,6,0.376,2,13,examples
S1222,K018,7,0.465,2,26,examples
S1222,K032,5,0.397,1,14,examples
S1222,K059,6,0.309,1,17,examples
S1222,K022,4,0.416,1,16,examples
S1222,K019,8,0.38,2,17,examples
S1222,K043,9,0.372,3,14,examples
S1222,K017,5,0.412,1,18,examples
S1222,K058,6,0.219,1,19,examples
S1222,K062,4,0.377,1,11,examples
S1222,K078,7,0.201,1,19,examples
S1222,K015,2,0.224,0,10,examples
S1222,K073,4,0.234,1,20,examples
S1222,K054,4,0.296,1,20,examples
S1223,K025,14,0.899,7,29,explanation
S1223,K023,10,0.696,4,20,explanation
S1223,K001,8,0.583,3,15,explanation
S1223,K050,6,0.62,2,17,explanation
S1223,K061,11,0.542,4,23,explanation
S1223,K013,10,0.636,4,22,explanation
S1223,K068,6,0.647,2,24,explanation
S1223,K067,9,0.544,3,21,explanation
S1223,K009,9,0.409,3,27,explanation
S1223,K018,13,0.933,7,21,explanation
S1223,K035,13,0.841,6,22,explanation
S1223,K048,5,0.607,2,23,explanation
S1223,K047,8,0.615,3,27,explanation
S1223,K021,15,0.72,7,15,explanation
S1223,K053,13,0.803,6,17,explanation
S1223,K062,7,0.594,3,29,explanation
S1223,K046,10,0.676,4,18,explanation
S1224,K029,13,0.624,5,30,explanation
S1224,K026,8,0.452,3,12,explanation
S1224,K001,10,0.397,3,20,explanation
S1224,K005,3,0.361,1,13,explanation
S1224,K018,12,0.564,5,20,explanation
S1224,K071,5,0.403,1,19,explanation
S1224,K019,7,0.624,3,6,explanation
S1224,K014,12,0.392,4,28,explanation
S1224,K034,9,0.658,4,26,explanation
S1224,K008,4,0.492,1,16,explanation
S1224,K033,9,0.446,3,9,explanation
S1224,K039,9,0.446,3,21,explanation
S1225,K075,13,0.54,5,16,explanation
S1225,K037,16,0.911,9,10,explanation
S1225,K025,9,0.859,4,18,explanation
S1225,K028,12,0.767,6,22,explanation
S1225,K026,8,0.978,4,14,explanation
S1225,K051,10,1.0,6,17,explanation
S1225,K061,16,0.69,7,9,explanation
S1225,K004,12,0.747,5,26,explanation
S1225,K052,12,0.998,7,12,explanation
S1225,K059,9,0.647,4,15,explanation
S1225,K019,11,0.785,5,17,explanation
S1225,K063,11,0.985,6,21,explanation
S1225,K070,16,0.956,9,22,explanation
S1225,K056,10,0.751,5,24,explanation
S1225,K008,8,0.742,3,19,explanation
S1225,K041,7,0.716,3,16,explanation
S1225,K039,10,0.889,5,16,explanation
S1225,K079,9,0.68,4,17,explanation
S1225,K073,5,0.459,1,21,explanation
S1225,K054,13,0.973,7,24,explanation
S1226,K037,13,0.87,7,19,explanation
S1226,K028,19,0.921,10,27,explanation
S1226,K026,12,1.0,7,24,explanation
S1226,K031,10,1.0,6,17,explanation
S1226,K061,7,0.838,3,26,explanation
S1226,K049,11,0.917,6,26,explanation
S1226,K024,9,1.0,5,11,explanation
S1226,K076,10,0.547,4,20,explanation
S1226,K044,19,1.0,11,29,explanation
S1226,K018,12,1.0,7,20,explanation
S1226,K032,17,0.904,9,23,explanation
S1226,K006,9,0.727,4,20,explanation
S1226,K035,8,1.0,4,21,explanation
S1226,K027,12,0.901,6,15,explanation
S1226,K014,10,0.761,5,14,explanation
S1226,K048,11,1.0,6,22,explanation
S1226,K016,9,0.93,5,7,explanation
S1226,K041,8,0.756,4,16,explanation
S1226,K080,9,0.547,3,22,explanation
S1226,K078,12,0.567,5,22,explanation
S1226,K015,9,0.773,4,21,explanation
S1226,K073,4,0.498,1,22,explanation
S1227,K029,5,0.575,2,29,diagram
S1227,K028,4,0.503,1,22,diagram
S1227,K023,13,0.77,6,25,diagram
S1227,K051,8,0.639,3,16,diagram
S1227,K010,5,0.491,1,22,diagram
S1227,K061,11,0.659,5,21,diagram
S1227,K013,4,0.514,1,25,diagram
S1227,K018,4,0.635,1,17,diagram
S1227,K006,6,0.379,2,21,diagram
S1227,K035,11,0.586,4,17,diagram
S1227,K022,13,0.539,5,20,diagram
S1227,K014,5,0.303,1,15,diagram
S1227,K017,4,0.569,1,13,diagram
S1227,K047,6,0.545,2,14,diagram
S1227,K058,7,0.518,2,19,diagram
S1227,K016,8,0.592,3,30,diagram
S1227,K046,13,0.56,5,15,diagram
S1228,K037,6,0.311,1,18,diagram
S1228,K023,10,0.435,3,15,diagram
S1228,K031,8,0.435,2,15,diagram
S1228,K072,2,0.292,0,16,diagram
S1228,K065,9,0.394,3,17,diagram
S1228,K011,5,0.203,1,16,diagram
S1228,K049,7,0.298,2,21,diagram
S1228,K018,5,0.44,1,9,diagram
S1228,K035,6,0.417,2,18,diagram
S1228,K071,4,0.148,1,21,diagram
S1228,K017,6,0.452,2,32,diagram
S1228,K077,5,0.304,1,15,diagram
S1228,K002,6,0.386,2,22,diagram
S1228,K039,5,0.389,1,21,diagram
S1229,K025,10,0.791,5,23,diagram
S1229,K023,13,0.745,6,29,diagram
S1229,K031,13,0.703,6,30,diagram
S1229,K065,3,0.553,1,23,diagram
S1229,K060,7,0.508,2,24,diagram
S1229,K010,15,0.672,7,20,diagram
S1229,K049,10,0.718,4,26,diagram
S1229,K007,8,0.55,3,30,diagram
S1229,K048,14,0.752,7,24,diagram
S1229,K070,11,0.794,5,11,diagram
S1229,K064,14,0.699,6,36,diagram
S1229,K047,12,0.641,5,28,diagram
S1230,K020,7,0.273,2,18,examples
S1230,K075,2,0.321,0,15,examples
S1230,K031,8,0.425,2,12,examples
S1230,K001,8,0.372,2,11,examples
S1230,K036,5,0.365,1,24,examples
S1230,K030,9,0.39,3,13,examples
S1230,K013,6,0.457,2,22,examples
S1230,K040,10,0.488,3,19,examples
S1230,K009,6,0.549,2,8,examples
S1230,K018,9,0.512,3,19,examples
S1230,K032,6,0.201,1,22,examples
S1230,K045,9,0.541,3,18,examples
S1230,K006,4,0.31,1,24,examples
S1230,K071,7,0.399,2,18,examples
S1230,K014,9,0.389,3,22,examples
S1230,K064,5,0.412,1,21,examples
S1230,K003,3,0.409,1,29,examples
S1230,K016,3,0.299,0,17,examples
S1230,K033,4,0.254,1,25,examples
S1230,K078,4,0.188,1,26,examples
S1230,K073,3,0.146,0,16,examples
S1231,K025,10,0.785,5,14,explanation
S1231,K060,10,0.662,4,24,explanation
S1231,K011,5,0.437,1,13,explanation
S1231,K061,10,0.566,4,19,explanation
S1231,K013,4,0.564,1,26,explanation
S1231,K076,9,0.539,3,20,explanation
S1231,K067,6,0.552,2,26,explanation
S1231,K009,15,0.497,5,23,explanation
S1231,K071,4,0.471,1,21,explanation
S1231,K027,10,0.6,4,23,explanation
S1231,K038,2,0.8,1,17,explanation
S1231,K019,9,0.739,4,22,explanation
S1231,K077,5,0.569,2,24,explanation
S1232,K028,11,0.741,5,24,diagram
S1232,K065,6,0.512,2,22,diagram
S1232,K036,8,0.72,3,30,diagram
S1232,K068,6,0.577,2,25,diagram
S1232,K059,8,0.592,3,26,diagram
S1232,K034,6,0.696,2,27,diagram
S1232,K016,10,0.727,4,16,diagram
S1232,K046,5,0.64,2,19,diagram
S1232,K078,6,0.445,2,24,diagram
S1232,K042,7,0.783,3,20,diagram
S1233,K037,6,0.748,2,18,diagram
S1233,K025,11,0.632,4,30,diagram
S1233,K023,8,0.584,3,26,diagram
S1233,K026,4,0.552,1,20,diagram
S1233,K001,10,0.551,4,15,diagram
S1233,K036,9,0.719,4,22,diagram
S1233,K068,3,0.596,1,20,diagram
S1233,K024,6,0.583,2,18,diagram
S1233,K067,5,0.593,2,19,diagram
S1233,K069,13,0.426,4,21,diagram
S1233,K057,13,0.496,5,10,diagram
S1233,K032,5,0.515,2,19,diagram
S1233,K017,14,0.603,6,20,diagram
S1233,K047,5,0.682,2,26,diagram
S1233,K034,5,0.506,2,24,diagram
S1233,K053,8,0.639,3,22,diagram
S1233,K016,10,0.478,3,21,diagram
S1233,K046,12,0.635,5,29,diagram
S1233,K015,9,0.458,3,17,diagram
S1233,K042,8,0.43,2,15,diagram
S1234,K075,6,0.404,2,12,diagram
S1234,K025,4,0.365,1,15,diagram
S1234,K001,3,0.343,1,15,diagram
S1234,K013,4,0.309,1,14,diagram
S1234,K049,15,0.494,5,13,diagram
S1234,K009,5,0.358,1,14,diagram
S1234,K018,6,0.509,2,8,diagram
S1234,K027,4,0.57,1,14,diagram
S1234,K014,5,0.349,1,21,diagram
S1234,K048,9,0.399,3,14,diagram
S1234,K008,6,0.534,2,24,diagram
S1234,K053,2,0.494,0,12,diagram
S1234,K062,5,0.256,1,12,diagram
S1234,K041,10,0.313,3,19,diagram
S1234,K033,4,0.203,1,21,diagram
S1234,K080,6,0.291,1,16,diagram
S1234,K046,7,0.497,2,13,diagram
S1234,K002,3,0.298,0,17,diagram
S1235,K037,4,0.422,1,21,diagram
S1235,K025,8,0.562,3,19,diagram
S1235,K023,7,0.388,2,9,diagram
S1235,K026,16,0.659,7,29,diagram
S1235,K001,8,0.429,2,15,diagram
S1235,K036,6,0.505,2,23,diagram
S1235,K050,11,0.463,4,19,diagram
S1235,K049,4,0.49,1,32,diagram
S1235,K024,8,0.525,3,19,diagram
S1235,K057,5,0.503,2,19,diagram
S1235,K009,6,0.319,1,19,diagram
S1235,K006,6,0.34,2,15,diagram
S1235,K059,5,0.306,1,24,diagram
S1235,K007,2,0.285,0,23,diagram
S1235,K034,11,0.546,4,21,diagram
S1235,K003,9,0.445,3,20,diagram
S1235,K053,5,0.477,1,16,diagram
S1235,K041,7,0.441,2,23,diagram
S1235,K080,8,0.239,2,25,diagram
S1235,K002,5,0.433,1,19,diagram
S1235,K054,10,0.548,4,15,diagram
S1236,K029,7,0.715,3,31,explanation
S1236,K025,7,0.913,3,22,explanation
S1236,K028,6,0.638,2,25,explanation
S1236,K072,9,0.338,3,18,explanation
S1236,K050,13,0.639,5,18,explanation
S1236,K068,10,0.705,4,20,explanation
S1236,K069,5,0.553,2,28,explanation
S1236,K009,2,0.457,0,24,explanation
S1236,K018,10,0.723,4,21,explanation
S1236,K032,10,0.632,4,16,explanation
S1236,K014,8,0.472,3,11,explanation
S1236,K021,7,0.671,3,27,explanation
S1236,K033,8,0.535,3,18,explanation
S1236,K080,6,0.303,1,19,explanation
S1236,K079,4,0.356,1,22,explanation
S1237,K026,6,0.219,1,6,practice
S1237,K060,5,0.235,1,14,practice
S1237,K050,4,0.186,1,12,practice
S1237,K061,1,0.339,0,1,practice
S1237,K005,3,0.013,0,13,practice
S1237,K004,2,0.098,0,10,practice
S1237,K009,4,0.099,0,8,practice
S1237,K018,5,0.274,1,14,practice
S1237,K059,2,0.22,0,10,practice
S1237,K014,3,0.1,0,20,practice
S1237,K043,2,0.142,0,3,practice
S1237,K048,2,0.089,0,18,practice
S1237,K047,2,0.244,0,14,practice
S1237,K062,5,0.229,1,18,practice
S1237,K080,2,0.125,0,14,practice
S1237,K073,9,0.161,2,13,practice
S1238,K025,10,0.644,4,20,diagram
S1238,K026,6,0.641,2,17,diagram
S1238,K031,8,0.62,3,9,diagram
S1238,K065,5,0.495,1,19,diagram
S1238,K011,6,0.324,1,20,diagram
S1238,K050,4,0.468,1,16,diagram
S1238,K010,9,0.568,3,17,diagram
S1238,K013,10,0.467,3,11,diagram
S1238,K005,4,0.259,1,18,diagram
S1238,K044,7,0.57,2,10,diagram
S1238,K018,6,0.421,2,18,diagram
S1238,K052,7,0.487,2,24,diagram
S1238,K032,8,0.491,3,20,diagram
S1238,K045,10,0.477,3,19,diagram
S1238,K035,7,0.514,2,18,diagram
S1238,K017,8,0.484,3,12,diagram
S1238,K003,9,0.367,3,19,diagram
S1238,K053,6,0.567,2,30,diagram
S1238,K080,1,0.252,0,12,diagram
S1238,K078,4,0.228,1,16,diagram
S1239,K065,5,0.661,2,12,diagram
S1239,K013,11,0.744,5,15,diagram
S1239,K068,7,0.686,3,14,diagram
S1239,K005,3,0.434,1,23,diagram
S1239,K004,7,0.618,3,12,diagram
S1239,K032,4,0.681,1,23,diagram
S1239,K038,6,0.677,2,19,diagram
S1239,K007,10,0.506,4,24,diagram
S1239,K063,9,0.589,3,14,diagram
S1239,K041,7,0.655,3,21,diagram
S1239,K033,5,0.726,2,21,diagram
S1239,K080,5,0.483,1,9,diagram
S1239,K055,5,0.6,2,13,diagram
S1239,K002,6,0.659,2,18,diagram
S1240,K075,13,0.566,5,19,explanation
S1240,K037,12,0.884,6,23,explanation
S1240,K023,13,0.83,6,14,explanation
S1240,K026,11,0.871,6,24,explanation
S1240,K072,7,0.409,2,25,explanation
S1240,K001,8,0.616,3,23,explanation
S1240,K036,8,0.84,4,22,explanation
S1240,K013,10,0.716,4,24,explanation
S1240,K059,7,0.752,3,15,explanation
S1240,K063,9,0.777,4,14,explanation
S1240,K048,12,0.796,6,22,explanation
S1240,K003,5,0.699,2,16,explanation
S1240,K016,15,0.858,8,21,explanation
S1240,K033,10,0.809,5,15,explanation
S1240,K080,6,0.359,2,24,explanation
S1240,K046,8,0.817,4,20,explanation
S1240,K042,10,0.797,5,14,explanation
S1241,K020,11,0.687,5,25,diagram
S1241,K025,4,0.828,2,20,diagram
S1241,K031,7,0.659,3,24,diagram
S1241,K072,9,0.35,3,23,diagram
S1241,K010,13,0.74,6,23,diagram
S1241,K035,7,0.71,3,28,diagram
S1241,K071,5,0.499,1,18,diagram
S1241,K038,10,0.777,5,11,diagram
S1241,K022,11,0.701,5,24,diagram
S1241,K014,1,0.578,0,26,diagram
S1241,K017,16,0.631,7,18,diagram
S1241,K056,8,0.676,3,24,diagram
S1241,K033,6,0.674,2,19,diagram
S1241,K080,4,0.42,1,17,diagram
S1242,K020,12,0.659,5,21,diagram
S1242,K028,9,0.649,4,13,diagram
S1242,K051,7,0.778,3,13,diagram
S1242,K031,7,0.579,3,12,diagram
S1242,K060,9,0.508,3,13,diagram
S1242,K036,12,0.658,5,20,diagram
S1242,K061,12,0.532,4,16,diagram
S1242,K024,6,0.531,2,20,diagram
S1242,K032,10,0.679,4,18,diagram
S1242,K035,14,0.748,6,16,diagram
S1242,K071,8,0.627,3,22,diagram
S1242,K014,9,0.453,3,15,diagram
S1242,K043,10,0.505,4,17,diagram
S1242,K048,10,0.549,4,33,diagram
S1242,K017,14,0.753,7,12,diagram
S1242,K064,7,0.577,3,16,diagram
S1242,K021,10,0.692,4,24,diagram
S1242,K008,6,0.536,2,21,diagram
S1242,K062,8,0.564,3,18,diagram
S1242,K033,8,0.593,3,16,diagram
S1242,K046,12,0.744,5,14,diagram
S1242,K078,1,0.239,0,16,diagram
S1242,K079,11,0.36,3,12,diagram
S1243,K051,13,0.932,7,15,examples
S1243,K031,8,0.71,3,16,examples
S1243,K072,3,0.349,1,18,examples
S1243,K049,12,0.754,6,10,examples
S1243,K005,7,0.506,2,15,examples
S1243,K024,14,0.899,7,12,examples
S1243,K052,7,0.744,3,25,examples
S1243,K027,9,0.864,4,22,examples
S1243,K014,9,0.672,4,20,examples
S1243,K048,4,0.554,1,16,examples
S1243,K003,1,0.593,0,18,examples
S1243,K041,4,0.627,1,25,examples
S1243,K078,9,0.358,3,17,examples
S1243,K039,10,0.861,5,15,examples
S1243,K054,15,0.868,8,22,examples
S1244,K075,8,0.335,2,11,practice
S1244,K029,6,0.348,2,15,practice
S1244,K023,6,0.247,1,21,practice
S1244,K031,7,0.255,2,5,practice
S1244,K060,6,0.165,1,12,practice
S1244,K011,8,0.193,2,25,practice
S1244,K050,3,0.247,0,10,practice
S1244,K040,8,0.483,3,21,practice
S1244,K032,4,0.198,1,13,practice
S1244,K045,4,0.324,1,9,practice
S1244,K027,4,0.282,1,12,practice
S1244,K019,4,0.317,1,12,practice
S1244,K034,3,0.464,1,14,practice
S1244,K058,7,0.435,2,10,practice
S1244,K053,5,0.321,1,15,practice
S1245,K072,4,0.327,1,18,practice
S1245,K001,5,0.429,1,13,practice
S1245,K060,7,0.447,2,8,practice
S1245,K036,10,0.53,4,25,practice
S1245,K061,8,0.431,2,17,practice
S1245,K052,3,0.313,0,18,practice
S1245,K063,6,0.499,2,16,practice
S1245,K017,6,0.352,2,12,practice
S1245,K047,3,0.348,1,26,practice
S1245,K034,4,0.475,1,19,practice
S1245,K003,1,0.291,0,13,practice
S1245,K058,15,0.352,5,27,practice
S1245,K016,5,0.595,2,13,practice
S1245,K062,5,0.438,1,19,practice
S1245,K078,10,0.327,3,22,practice
S1246,K025,5,0.578,2,13,practice
S1246,K026,8,0.471,3,18,practice
S1246,K049,5,0.498,1,9,practice
S1246,K009,2,0.4,0,18,practice
S1246,K032,6,0.533,2,17,practice
S1246,K006,2,0.377,0,11,practice
S1246,K014,5,0.409,1,20,practice
S1246,K048,9,0.358,3,16,practice
S1246,K017,14,0.586,6,25,practice
S1246,K003,9,0.598,3,9,practice
S1246,K042,13,0.601,5,22,practice
S1247,K026,10,0.703,4,27,explanation
S1247,K051,4,0.514,1,29,explanation
S1247,K049,8,0.609,3,15,explanation
S1247,K005,7,0.335,2,25,explanation
S1247,K076,7,0.456,2,19,explanation
S1247,K018,4,0.57,1,27,explanation
S1247,K045,7,0.397,2,23,explanation
S1247,K017,9,0.566,3,27,explanation
S1247,K034,7,0.527,2,24,explanation
S1247,K008,4,0.47,1,16,explanation
S1247,K016,5,0.409,1,24,explanation
S1247,K053,10,0.668,4,27,explanation
S1247,K077,9,0.384,3,21,explanation
S1247,K033,7,0.344,2,21,explanation
S1247,K015,9,0.406,3,24,explanation
S1248,K029,5,0.313,1,18,diagram
S1248,K025,8,0.309,2,18,diagram
S1248,K023,4,0.36,1,13,diagram
S1248,K026,7,0.406,2,10,diagram
S1248,K050,4,0.261,1,20,diagram
S1248,K010,6,0.119,1,14,diagram
S1248,K024,7,0.302,2,25,diagram
S1248,K018,6,0.407,2,10,diagram
S1248,K006,5,0.175,1,17,diagram
S1248,K027,6,0.431,2,13,diagram
S1248,K014,2,0.169,0,16,diagram
S1248,K007,2,0.034,0,20,diagram
S1248,K063,8,0.181,2,12,diagram
S1248,K056,4,0.181,1,14,diagram
S1248,K058,1,0.285,0,18,diagram
S1249,K037,5,0.463,1,35,examples
S1249,K028,6,0.506,2,21,examples
S1249,K026,3,0.529,1,21,examples
S1249,K050,2,0.342,0,28,examples
S1249,K049,12,0.638,5,24,examples
S1249,K005,5,0.344,1,20,examples
S1249,K009,5,0.394,1,30,examples
S1249,K052,7,0.533,2,17,examples
S1249,K006,10,0.336,3,30,examples
S1249,K035,11,0.589,4,18,examples
S1249,K022,5,0.525,2,18,examples
S1249,K007,5,0.276,1,21,examples
S1249,K048,2,0.522,0,13,examples
S1249,K008,6,0.451,2,24,examples
S1249,K041,7,0.55,2,22,examples
S1249,K080,4,0.312,1,19,examples
S1249,K078,2,0.217,0,10,examples
S1249,K015,5,0.372,1,13,examples
S1249,K079,6,0.36,2,17,examples
S1250,K075,2,0.075,0,17,diagram
S1250,K051,2,0.319,0,24,diagram
S1250,K031,3,0.235,0,9,diagram
S1250,K011,3,0.138,0,16,diagram
